NACE Code,NACE Name,BICS Code,BICS Level,BICS Name,NACE_code_covered_EU_taxon,NACE_name_covered_EU_taxon,mapping _sectors_2dii
47.77,Retail sale of watches and jewelry in specialised stores,11201611,4,Watch Stores,,,
47.78,Other retail sale of new goods in specialised stores,112019,3,Other Spec Retail - Discr,,,
47.78,Other retail sale of new goods in specialised stores,11201910,4,Arts & Crafts Stores,,,
47.78,Other retail sale of new goods in specialised stores,11201914,4,"Gift, Novelty & Souvenir Stores",,,
47.78,Other retail sale of new goods in specialised stores,11201915,4,Health Supplement Stores,,,
47.78,Other retail sale of new goods in specialised stores,11201921,4,Optical Goods Stores,,,
47.78,Other retail sale of new goods in specialised stores,11201922,4,Pet & Pet Supplies Stores,,,
47.79,Retail sale of second-hand goods in stores,11141610,4,Auction Houses & Art Dealers,,,
47.79,Retail sale of second-hand goods in stores,11201923,4,Used Merchandise Stores,,,
47.91,Retail sale via mail order houses or via Internet,112011,3,Catalog & TV Based Retailers,,,
47.91,Retail sale via mail order houses or via Internet,11201110,4,Mail Catalog Retailers,,,
47.91,Retail sale via mail order houses or via Internet,11201112,4,TV Based Retailers,,,
47.91,Retail sale via mail order houses or via Internet,112014,3,E-Commerce Discretionary,,,
47.91,Retail sale via mail order houses or via Internet,11201410,4,Auto Parts & Supply - Online,,,
47.91,Retail sale via mail order houses or via Internet,11201411,4,Consumer Electronics - Online,,,
47.91,Retail sale via mail order houses or via Internet,1120141110,5,Computer & Software - Online,,,
47.91,Retail sale via mail order houses or via Internet,11201412,4,Electronic Auctions,,,
47.91,Retail sale via mail order houses or via Internet,11201413,4,Electronic Shopping,,,
47.91,Retail sale via mail order houses or via Internet,11201414,4,Home & Office Products - Online,,,
47.91,Retail sale via mail order houses or via Internet,1120141410,5,Furniture - Online,,,
47.91,Retail sale via mail order houses or via Internet,1120141411,5,Home Furnishings - Online,,,
47.91,Retail sale via mail order houses or via Internet,1120141412,5,Home Improvement - Online,,,
47.91,Retail sale via mail order houses or via Internet,1120141413,5,Office Supp & Stationery - Online,,,
47.91,Retail sale via mail order houses or via Internet,11201415,4,Apparel & Footwear - Online,,,
47.91,Retail sale via mail order houses or via Internet,1120141510,5,Clothing & Accessories - Online,,,
47.91,Retail sale via mail order houses or via Internet,1120141511,5,Footwear - Online,,,
47.91,Retail sale via mail order houses or via Internet,11201416,4,Other Specialty Retail - Online,,,
47.91,Retail sale via mail order houses or via Internet,1120141610,5,Books - Online,,,
47.91,Retail sale via mail order houses or via Internet,1120141611,5,Cosmetics & Beauty - Online,,,
47.91,Retail sale via mail order houses or via Internet,1120141612,5,Flowers - Online,,,
47.91,Retail sale via mail order houses or via Internet,1120141613,5,Toys & Games - Online,,,
47.91,Retail sale via mail order houses or via Internet,1120141614,5,Jewelry & Watch - Online,,,
47.91,Retail sale via mail order houses or via Internet,1120141615,5,Movie Rental - Online,,,
47.91,Retail sale via mail order houses or via Internet,1120141616,5,Music & Movies - Online,,,
47.91,Retail sale via mail order houses or via Internet,1120141617,5,Music Download Sites,,,
47.91,Retail sale via mail order houses or via Internet,1120141618,5,Musical Instrument - Online,,,
47.91,Retail sale via mail order houses or via Internet,1120141619,5,Pets & Supplies - Online,,,
47.91,Retail sale via mail order houses or via Internet,1120141620,5,Sporting Goods - Online,,,
47.91,Retail sale via mail order houses or via Internet,1120141621,5,Video Game Rental - Online,,,
47.91,Retail sale via mail order houses or via Internet,1120141622,5,Misc. Retail - Online,,,
47.99,"Other retail sale not in stores, stalls or markets",11201111,4,Multi-Level Marketing,,,
49.1,"Passenger rail transport, interurban",1117111010,5,Passenger Rail Transport,,,
49.2,Freight rail transport,161713,3,Rail Freight,,,
49.2,Freight rail transport,16171310,4,Intermodal Freight - Rail,,,
49.2,Freight rail transport,16171311,4,Total Commodity - Rail,,,
49.2,Freight rail transport,1617131110,5,Agriculture Freight - Rail,,,
49.2,Freight rail transport,1617131111,5,Auto Freight - Rail,,,
49.2,Freight rail transport,1617131112,5,Chemical Freight - Rail,,,
49.2,Freight rail transport,1617131113,5,Coal Freight - Rail,,,
49.2,Freight rail transport,1617131114,5,Consumer Prods Freight - Rail,,,
49.2,Freight rail transport,1617131115,5,Forest Products Freight - Rail,,,
49.2,Freight rail transport,1617131116,5,Industrial Prods Freight - Rail,,,
49.2,Freight rail transport,1617131117,5,Metallic Ores & Metals - Rail,,,
49.2,Freight rail transport,1617131118,5,Non-Metal Minerals - Rail,,,
49.2,Freight rail transport,1617131119,5,Other Freight - Rail,,,
49.3,Other passenger land transport,111711,3,Transit Services,,,
49.3,Other passenger land transport,11171110,4,Railway Services,,,
49.31,Urban and suburban passenger land transport,1117111011,5,Commuter Rail Transport,,,
49.32,Taxi operation,11171112,4,Taxi Services,,,
49.39,Other passenger land transport n.e.c.,11171111,4,Bus Transit Services,,,
49.39,Other passenger land transport n.e.c.,1117111110,5,Interurban & Rural Bus Transp,,,
49.39,Other passenger land transport n.e.c.,1117111111,5,Local Bus Services,,,
49.41,Freight transport by road,161714,3,Trucking,,,
49.41,Freight transport by road,16171410,4,Asset-Based LTL,,,
49.41,Freight transport by road,1617141010,5,Less Than Truckload Freight,,,
49.41,Freight transport by road,1617141011,5,LTL Fuel Surcharge,,,
49.41,Freight transport by road,16171411,4,Asset-Based Truckload,,,
49.41,Freight transport by road,1617141110,5,Truckload Freight,,,
49.41,Freight transport by road,1617141111,5,Truckload Fuel,,,
49.41,Freight transport by road,16171412,4,Moving Services,,,
49.41,Freight transport by road,16171413,4,Specialized Freight Trucking Svcs,,,
49.5,Transport via pipeline,131012,3,Midstream - Oil & Gas,,,
49.5,Transport via pipeline,13101210,4,Oil & Liquid Rich Gas Pipelines,,,
49.5,Transport via pipeline,1310121010,5,Oil Pipelines & Storage,,,
49.5,Transport via pipeline,131012101010,6,Crude Oil Pipelines & Storage,,,
49.5,Transport via pipeline,131012101011,6,Refined Products Pipelines & Sto,,,
49.5,Transport via pipeline,1310121011,5,NGL Pipelines & Services,,,
49.5,Transport via pipeline,131012101110,6,Nat Gas Gathering & Processing,,,
49.5,Transport via pipeline,131012101111,6,NGL Fractionation & Marketing,,,
49.5,Transport via pipeline,131012101112,6,Nat Gas Liquids Pipelines,,,
49.5,Transport via pipeline,13101211,4,Dry Natural Gas Pipelines,,,
49.5,Transport via pipeline,131013,3,Midstream - Oil & Gas MLP,,,
50.1,Sea and coastal passenger water transport,111611,3,Cruise Lines,,,
50.2,Sea and coastal freight water transport,161712,3,Marine Shipping,,,
50.2,Sea and coastal freight water transport,16171210,4,Coastal Freight Transportation,,,
50.2,Sea and coastal freight water transport,16171211,4,Container Shipping,,,
50.2,Sea and coastal freight water transport,16171212,4,Dry Bulk Shipping,,,
50.2,Sea and coastal freight water transport,16171214,4,Jones Act,,,
50.2,Sea and coastal freight water transport,16171215,4,Oil Services Ships,,,
50.2,Sea and coastal freight water transport,16171216,4,Roll-On Roll-Off Shipping,,,
50.2,Sea and coastal freight water transport,16171217,4,Tankers,,,
50.2,Sea and coastal freight water transport,1617121710,5,Chemical Tankers,,,
50.2,Sea and coastal freight water transport,1617121711,5,LPG & LNG Tankers,,,
50.2,Sea and coastal freight water transport,1617121712,5,Oil Tankers,,,
50.3,Inland passenger water transport,11171113,4,Ferry Services,,,
50.4,Inland freight water transport,16171213,4,Inland Water Freight,,,
51.1,Passenger air transport,111710,3,Airlines,,,
51.1,Passenger air transport,11171010,4,Full Service Airline,,,
51.1,Passenger air transport,1117101010,5,Charter Airline - Full Svc,,,
51.1,Passenger air transport,1117101011,5,Mainline Airline - Full Svc,,,
51.1,Passenger air transport,1117101012,5,Onboard Airline - Full Svc,,,
51.1,Passenger air transport,1117101013,5,Regional Airline - Full Svc,,,
51.1,Passenger air transport,1117101014,5,Other Passenger Rev - Full Svc,,,
51.1,Passenger air transport,11171011,4,Low Cost Airline,,,
51.1,Passenger air transport,1117101110,5,Chartered Airline - LCC,,,
51.1,Passenger air transport,1117101111,5,Mainline Airline - LCC,,,
51.1,Passenger air transport,1117101112,5,Onboard Airline - LCC,,,
51.1,Passenger air transport,1117101113,5,Regional Airline - LCC,,,
51.1,Passenger air transport,1117101114,5,Other Passenger Rev - LCC,,,
51.1,Passenger air transport,11171012,4,Regional Airline,,,
51.1,Passenger air transport,1117101210,5,Branded Airline - Regional,,,
51.1,Passenger air transport,1117101211,5,Chartered Airline - Regional,,,
51.1,Passenger air transport,1117101212,5,Mainline Airline - Regional,,,
51.1,Passenger air transport,1117101213,5,Onboard Airline - Regional,,,
51.1,Passenger air transport,1117101214,5,Regional Airline - Regional,,,
51.1,Passenger air transport,1117101215,5,Other Passenger Rev - Regional,,,
51.1,Passenger air transport,11171114,4,Helicopter Services,,,
51.21,Freight air transport,161710,3,Air Freight,,,
51.21,Freight air transport,16171010,4,Air Cargo,,,
51.21,Freight air transport,16171011,4,Airline Cargo,,,
52,Warehousing and support activities for transportation,161716,3,Transport Support Services,,,
52.1,Warehousing and storage,16171513,4,Storage & Warehousing Services,,,
52.21,Service activities incidental to land transportation,11141614,4,Parking Lots & Garages,,,
52.21,Service activities incidental to land transportation,16151211,4,Infrastructure Concessions,,,
52.21,Service activities incidental to land transportation,1615121110,5,Car Park Concessions,,,
52.21,Service activities incidental to land transportation,1615121111,5,Hway/Brdg/Tunnel Concessions,,,
52.21,Service activities incidental to land transportation,1615121112,5,Other Concessions,,,
52.21,Service activities incidental to land transportation,16171612,4,Support Services - Rail Transp,,,
52.21,Service activities incidental to land transportation,16171613,4,Trucking Support Services,,,
52.22,Service activities incidental to water transportation,16171611,4,Marine Support Services,,,
52.22,Service activities incidental to water transportation,1617161110,5,Navigational Services,,,
52.22,Service activities incidental to water transportation,1617161111,5,Port & Harbor Operations,,,
52.22,Service activities incidental to water transportation,1617161112,5,Waterways Concession,,,
52.22,Service activities incidental to water transportation,1617161113,5,Other Marine Support Services,,,
52.23,Service activities incidental to air transportation,16171610,4,Air Transp Support Services,,,
52.23,Service activities incidental to air transportation,1617161011,5,Other Airport Operations,,,
52.29,Other transportation support activities,161715,3,Logistics Services,,,
52.29,Other transportation support activities,16171510,4,Brokerage,,,
52.29,Other transportation support activities,1617151010,5,Air Freight Brokerage,,,
52.29,Other transportation support activities,1617151011,5,Intermodal Brokerage,,,
52.29,Other transportation support activities,1617151012,5,Ocean Brokerage,,,
52.29,Other transportation support activities,1617151013,5,Truck Brokerage,,,
52.29,Other transportation support activities,1617151014,5,Other Brokerage,,,
52.29,Other transportation support activities,16171511,4,Freight Forwarding Services,,,
52.29,Other transportation support activities,16171512,4,Intermodal Services,,,
52.29,Other transportation support activities,16171514,4,Other Logistic Services,,,
52.29,Other transportation support activities,16171614,4,Other Pipelines (excl Oil & Gas),,,
53.1,Postal activities under universal service obligation,16171112,4,Mail Services,,,
53.2,Other postal and courier activities,161711,3,Courier Services,,,
53.2,Other postal and courier activities,16171110,4,Express Courier Services,,,
53.2,Other postal and courier activities,16171111,4,Ground Courier Services,,,
55.1,Hotels and similar accommodation,111612,3,Lodging,,,
55.1,Hotels and similar accommodation,11161210,4,Hotel & Motel (excl Casino Hotel),,,
55.1,Hotels and similar accommodation,1116121010,5,Food & Beverage Rev - Hotels,,,
55.1,Hotels and similar accommodation,1116121011,5,Room Revenue - Hotels,,,
55.1,Hotels and similar accommodation,1116121012,5,Time-Share Revenue - Hotels,,,
55.1,Hotels and similar accommodation,1116121013,5,Other Revenue - Hotels,,,
55.1,Hotels and similar accommodation,11161211,4,Casino Hotels,,,
55.1,Hotels and similar accommodation,1116121110,5,Food & Bev Rev - Casino Hotels,,,
55.1,Hotels and similar accommodation,1116121111,5,Room Revenue - Casino Hotels,,,
55.1,Hotels and similar accommodation,1116121112,5,Other Rev - Casino Hotels,,,
55.1,Hotels and similar accommodation,11161212,4,Bed & Breakfast Inns,,,
55.1,Hotels and similar accommodation,11161213,4,Other Travel Accommodations,,,
56.1,Restaurants and mobile food service activities,111613,3,Restaurants,,,
56.1,Restaurants and mobile food service activities,11161310,4,Limited Service Restaurants,,,
56.1,Restaurants and mobile food service activities,1116131011,5,Cafeterias & Buffets,,,
56.1,Restaurants and mobile food service activities,111613101110,6,Cafe & Buffets - Franchise,,,
56.1,Restaurants and mobile food service activities,111613101111,6,Cafe & Buffets - Owned,,,
56.1,Restaurants and mobile food service activities,1116131012,5,Fast Casual Restaurants,,,
56.1,Restaurants and mobile food service activities,111613101210,6,Fast Casual Rest - Franchise,,,
